"dataID","siteID","OFV1","OFV2"
1,1,0.290071476507351,0.154087652722633
1,2,0.286338826889129,0.155936978020026
1,3,0.287036020478999,0.154749043474719
1,4,0.288079446762949,0.154195847160238
1,5,0.285748841761564,0.156400613899153
1,6,0.290655452781779,0.151497082340503
1,7,0.288527217934149,0.145122481129869
1,8,0.27868041969065,0.155526892936167
1,9,0.28074919889685,0.162457735901427
1,10,0.288070036236057,0.149666697372099
1,11,0.284379195241877,0.155405624623892
1,12,0.288247625317405,0.149410656890405
1,13,0.289180477946299,0.153677007401533
1,14,0.294767306133516,0.159738747226581
1,15,0.286847649899997,0.154754734960974
1,16,0.284754733913916,0.165685487224966
1,17,0.293347287466322,0.154450207394036
1,18,0.288013742232887,0.148472108015312
1,19,0.288007693365061,0.15508202882441
1,20,0.271585367170043,0.164946343456165
1,21,0.28980938243445,0.150334731891212
1,22,0.29314648356458,0.150270009785958
1,23,0.292609445059515,0.153873097028814
1,24,0.287001216225097,0.15175849466812
1,25,0.286763779666788,0.155325744517606
1,26,0.282025990838844,0.150052624909236
1,27,0.28786432442408,0.1535294769391
1,28,0.249401108497204,0.161961395806047
1,29,0.275567507908533,0.161396596371194
1,30,0.289657728177704,0.156586310032335
1,31,0.286856204898969,0.150885209659098
1,32,0.265210394877325,0.157815797376412
1,33,0.234264420188136,0.157591043855351
1,34,0.283725288047942,0.143325095689098
1,35,0.284003983804428,0.156609271724615
1,36,0.292220198473156,0.144822193958349
1,37,0.284888349322338,0.16025270794607
1,38,0.222490961753255,0.167124784456636
1,39,0.28858269881787,0.150968386499632
1,40,0.283830329250173,0.151816866351085
1,41,0.284709572630789,0.161389012274179
1,42,0.282143245245841,0.14731633020278
1,43,0.251975745611391,0.169591811045968
1,44,0.279707441762962,0.155590489442501
1,45,0.28058555589843,0.156625995021793
1,46,0.286510327287271,0.154936525549976
1,47,0.287858549970234,0.15683234343502
1,48,0.283917963520502,0.156453396381343
1,49,0.285748138904681,0.156639452200453
1,50,0.276313977159504,0.148627023270075
1,51,0.287845323842831,0.152484541165402
1,52,0.287832932253782,0.153987636257465
1,53,0.288177976494843,0.154513541124071
1,54,0.289081757592421,0.153677220978125
1,55,0.281873148589587,0.151617685589784
1,56,0.255513518649991,0.16628708136714
1,57,0.284592487669473,0.156832373019713
1,58,0.238621981097822,0.170126921880728
1,59,0.286516979826444,0.157328311516646
1,60,0.27528729776105,0.156287806669579
1,61,0.282898362741258,0.161720175174682
1,62,0.283542586219247,0.15860871737616
